author_name	author_date	author_gender	author_viaf	title	novel_id	first_edition	num_word	size	time_slot	canonicity
Vas Gereben	1823-1868	M	36952007	A régi jó idők : ELTeC edition	HU01118	1855	109443	long	T1	low
Vas Gereben	1823-1868	M	36952007	Egy alispán : Magyar korrajz : ELTeC edition	HU01115	1858	90713	medium	T1	low
Vas Gereben	1823-1868	M	36952007	Életunt ember	HU01768	1862	59762	medium	T2	low
Vas Gereben	1823-1868	M	36952007	Garasos arisztokráczia	HU01708	1865	61288	medium	T2	low
Vas Gereben	1823-1868	M	36952007	Jurátusélet	HU01924	1866	86141	medium	T2	low
Vas Gereben	1823-1868	M	36952007	Nagy idők, nagy emberek : ELTeC edition	HU01116	1856	109239	long	T1	low
Vas Gereben	1823-1868	M	36952007	Tekintetes urak :  Regény  : ELTeC edition	HU04027	1864	52553	medium	T2	low
Vay Sándor	1859-1918	M	56198354	A mikor még póstakocsin jártak	HU10146	1903	23468	short	T4	low
Verseghy Ferenc	1757-1822	M	76358725	Gróf Kaczaifalvi László avagy a természetes ember	HU07541	1911	67748	medium	T4	low
Vértesi Arnold	1836-1911	M	121504813	Az ugaros-karádi közbirtokosság	HU14690	1897	60591	medium	T3	low
Vértesi Arnold	1836-1911	M	121504813	Előre : Regény : ELTeC edition	HU14689	1895	30470	short	T3	low
Vértesi Arnold	1836-1911	M	121504813	Fürdőn	HU15268	1895	28656	short	T3	low
Vértesi Arnold	1836-1911	M	121504813	Mézes hetek	HU16059	1895	28554	short	T3	low
Vértesi Arnold	1836-1911	M	121504813	Mindhiába	HU16046	1895	29696	short	T3	low
Virághalmi Ferenc	1826-1875	M	121507699	Egy cserepár naplója	HU17960	1866	29457	short	T2	low
Werner Gyula	1862-1926	M	167135256	A beszterczei diákok	HU14979	1902	76799	medium	T4	low
Werner Gyula	1862–1926	M	167135256	Andrásfalvy de Andrásfalva	HU13681	1894	67157	medium	T3	low
Werner Gyula	1862-1926	M	167135256	Anteusz	HU14355	1893	57990	medium	T3	low
Werner Gyula	1862-1926	M	167135256	Forgách Simon : Rákóczi korabeli regény : ELTeC edition	HU13606	1907	121674	long	T4	low
Werner Gyula	1862-1926	M	167135256	Hunok harcza	HU12958	1901	80739	medium	T4	low
Wohl Stefánia	1848-1889	F	121454816	Aranyfüst	HU07729	1887	111763	long	T3	low
Zigány Árpád	1865-1936	M	70701164	A bűbájos sziget	HU11962	1927	13701	short	T5	low
Zigány Árpád	1865-1936	M	70701164	A parasztkirály : Történeti regény a XVI. századból : ELTeC edition	HU12359	1902	62504	medium	T4	low
Z. Tábori Piroska	1892-1947	F	61301447	Tökmag bandájan	HU18433	1934	26779	short	T5	low
